link_item,data_product_id_list,data_product_id,name_comment,content_comment,product_variant,datetime_comment,rating
https://hasaki.vn/san-pham/tinh-chat-cocoon-nghe-hung-yen-x2-2-sang-da-chuyen-sau-30ml-102383.html,[''],102383,Lê Anh Thư,Mê lắm luôn,Tinh Chất Cocoon Nghệ Hưng Yên x2.2 Sáng Da Chuyên Sâu 30ml Đã mua hàng online,14: 39 | 11/02/2024,5.0
https://hasaki.vn/san-pham/tinh-chat-cocoon-nghe-hung-yen-x2-2-sang-da-chuyen-sau-30ml-102383.html,[''],102383,Mel Tân,"xài rất tốt, xài vừa đủ sẽ không bết trên da, sau một thời gian là nhả nám sạm đen hẳn",Tinh Chất Cocoon Nghệ Hưng Yên x2.2 Sáng Da Chuyên Sâu 30ml Đã mua hàng online,22: 48 | 02/01/2024,5.0
https://hasaki.vn/san-pham/tinh-chat-cocoon-nghe-hung-yen-x2-2-sang-da-chuyen-sau-30ml-102383.html,[''],102383,Dương Thị Sen,Mê ê,Tinh Chất Cocoon Nghệ Hưng Yên x2.2 Sáng Da Chuyên Sâu 30ml,13: 23 | 03/12/2023,5.0
https://hasaki.vn/san-pham/tinh-chat-cocoon-nghe-hung-yen-x2-2-sang-da-chuyen-sau-30ml-102383.html,[''],102383,Nguyễn Thi Phương Sinh,Tốt,Tinh Chất Cocoon Nghệ Hưng Yên x2.2 Sáng Da Chuyên Sâu 30ml,13: 14 | 03/12/2023,5.0
https://hasaki.vn/san-pham/tinh-chat-cocoon-nghe-hung-yen-x2-2-sang-da-chuyen-sau-30ml-102383.html,[''],102383,Hương Ly,mờ ê mê,Tinh Chất Cocoon Nghệ Hưng Yên x2.2 Sáng Da Chuyên Sâu 30ml,13: 01 | 03/12/2023,5.0
https://hasaki.vn/san-pham/tinh-chat-cocoon-nghe-hung-yen-x2-2-sang-da-chuyen-sau-30ml-102383.html,[''],102383,Lê Thị Mỹ Linh,Mờ ê mê,Tinh Chất Cocoon Nghệ Hưng Yên x2.2 Sáng Da Chuyên Sâu 30ml,12: 07 | 03/12/2023,5.0
https://hasaki.vn/san-pham/tinh-chat-cocoon-nghe-hung-yen-x2-2-sang-da-chuyen-sau-30ml-102383.html,[''],102383,Hoàng thị phuong,Tinh chất giúp da sáng đẹp tự nhiên,Tinh Chất Cocoon Nghệ Hưng Yên x2.2 Sáng Da Chuyên Sâu 30ml,12: 01 | 03/12/2023,5.0
https://hasaki.vn/san-pham/tinh-chat-cocoon-nghe-hung-yen-x2-2-sang-da-chuyen-sau-30ml-102383.html,[''],102383,Khuất Thị Tâm,Thương hiệu xứng đáng 10 điểm,Tinh Chất Cocoon Nghệ Hưng Yên x2.2 Sáng Da Chuyên Sâu 30ml,12: 01 | 03/12/2023,5.0
https://hasaki.vn/san-pham/tinh-chat-cocoon-nghe-hung-yen-x2-2-sang-da-chuyen-sau-30ml-102383.html,[''],102383,LONG,Xài 2 chai là thấy da mặt sáng hơn da cổ cả tông í thâm mụn mới cũng nhanh hết nữa. Mờ ê mê,Serum Cocoon Nghệ Hưng Yên x2.2 Sáng Da Chuyên Sâu 30ml Đã mua hàng online,09: 25 | 02/04/2023,5.0
https://hasaki.vn/san-pham/kem-chong-nang-vichy-bao-ve-da-ngan-ngua-lao-hoa-spf50-50ml-62885.html,"['62885', '88835', '1944']",62885,Mai Anh,"Chất kem giống như kem nền, ai đi làm mà muốn make thì dùng em này hợp lý, mình cần tìm loại k nâng tông, pass nhanh gọn cho bạn nào cần 0988550521",Kem Chống Nắng Vichy Ngừa Sạm & Thâm Nám (Màu Da) 50ml Đã mua hàng online,14: 54 | 21/11/2021,5.0
https://hasaki.vn/san-pham/kem-chong-nang-vichy-bao-ve-da-ngan-ngua-lao-hoa-spf50-50ml-62885.html,"['62885', '88835', '1944']",62885,Hà Trang,"mình da dầu nhiều dùng được một thời gian rồi, cảm giác lên da cứ dính dính, lâu lâu còn bị vón cục, chất kem lúc thoa cảm giác cợn cợn rất khó chịu, không kiềm dầu như mấy bạn hay review, sp của hasaki thì ok, nhưng chắc k hợp với da mình",Kem Chống Nắng Vichy Kiềm Dầu SPF50+ 50ml Đã mua hàng online,15: 22 | 30/06/2021,5.0
https://hasaki.vn/san-pham/kem-chong-nang-vichy-bao-ve-da-ngan-ngua-lao-hoa-spf50-50ml-62885.html,"['62885', '88835', '1944']",62885,Đặng Thủy,"mình ko nhìn kĩ mua thành màu da, dính khẩu trang, hơi bết khó tán",Kem Chống Nắng Vichy Cải Thiện Các Dấu Hiệu Lão Hóa 50ml Đã mua hàng online,23: 17 | 28/05/2021,5.0
https://hasaki.vn/san-pham/kem-chong-nang-vichy-bao-ve-da-ngan-ngua-lao-hoa-spf50-50ml-62885.html,"['62885', '88835', '1944']",62885,THẢO TRINH,"Kem rất bết rích, cảm giác nặng mặt, tán khó, nhanh đặc , mặc dù mua loại cho da dầu",Kem Chống Nắng Vichy Kiềm Dầu SPF50+ 50ml Đã mua hàng online,11: 55 | 10/05/2021,5.0
https://hasaki.vn/san-pham/kem-chong-nang-vichy-bao-ve-da-ngan-ngua-lao-hoa-spf50-50ml-62885.html,"['62885', '88835', '1944']",62885,Nhat Huy Nguyen,"Sản phẩm dùng ổn, mình da dầu dùng cảm nhận thấy đỡ tiết dầu hẳn. Nhưng ai bảo ko nhờn rít thì có xạo quá khum dạ? Bước đầu thoa lên thì mình thấy sản phẩm nó dạng kem nên hơi nhờn với rít trong khoảng tgian thoa, sau hồi lâu thì mới đỡ dần. Còn lại thì công dụng thì Vichy khi nào cũng ổn nên không bàn. Ai đó viết review thì nên thật 1 tí, đọc mà thấy seeding vãi ra",Kem Chống Nắng Vichy Ngừa Sạm & Thâm Nám (Màu Da) 50ml Đã mua hàng online,15: 12 | 10/03/2021,5.0
https://hasaki.vn/san-pham/kem-chong-nang-vichy-bao-ve-da-ngan-ngua-lao-hoa-spf50-50ml-62885.html,"['62885', '88835', '1944']",62885,Phùng Ngọc Yến,Sp này đánh lên mặt giống như 1 lớp trang điểm nhìn cũng đẹp nhưng hơi bị bí da. Ai muốn đi làm mà k cần tốn thời gian trang điểm thì dùng em này còn ai muốn có làn da thông thoáng tự nhiên thì k nên sd em này. Còn nữa khi sd em này mà đeo khẩu trang thì nó sẽ dính hết vào khẩu trang nhìn k thik chút nào. Nói chung sp ổn.,Kem Chống Nắng Không Gây Nhờn Rít Và Giảm Thâm Nám Hiệu Quả (Màu Da) - 50ml Đã mua hàng online,01: 37 | 29/05/2017,5.0
https://hasaki.vn/san-pham/kem-chong-nang-vichy-bao-ve-da-ngan-ngua-lao-hoa-spf50-50ml-62885.html,"['62885', '88835', '1944']",62885,Phùng Ngọc Yến,"Sp tốt ,sử dụng k bị nhờn rít. Nâng tông nhẹ mà k bị bóng da, k bị cay mắt như các sp khác. Sp đã làm cho 1 người khó tính như mình phải vừa ý. Từ nay mình sẽ sử dụng sp này mãi thôi.",Kem Chống Nắng Không Gây Nhờn Rít Và Ngăn Sạm Da (Màu Da) - 50ml,03: 19 | 05/01/2017,3.0
https://hasaki.vn/san-pham/kem-chong-nang-vichy-bao-ve-da-ngan-ngua-lao-hoa-spf50-50ml-62885.html,"['62885', '88835', '1944']",62885,Han Thai Ngoc,"Dùng thử loại màu trắng thấy thích nên mua lại ai ngờ mua nhầm loại có màu da. Loại này mùi thơm hơi hồng, tán lâu. Kềm dầu tốt, nâng tông nhẹ. Dạng kem cảm giác hơi nặng mặt hơn so với dạng sữa. trước khi thoa bôi kem dưỡng ẩm sẽ mịn và dễ tán hơn, bôi một lúc sẽ tệp vào da như kem nền.",Kem Chống Nắng Vichy Ngừa Sạm & Thâm Nám (Màu Da) 50ml Đã mua hàng online,16: 26 | 02/06/2022,4.0
https://hasaki.vn/san-pham/kem-chong-nang-vichy-bao-ve-da-ngan-ngua-lao-hoa-spf50-50ml-62885.html,"['62885', '88835', '1944']",62885,Hoàng Thị Phượng,"giờ đã tìm dk e kcn chân ái, dùng e này thik cực, ko bị bóng, nhờn rít và nặng mặt, e này cũng ko nâng toner còn có mùi thơm nữa :)",Kem Chống Nắng Vichy Chống Ô Nhiễm & Bụi Mịn Hằng Ngày 50ml Đã mua hàng online,12: 04 | 30/04/2022,4.0
https://hasaki.vn/san-pham/kem-chong-nang-vichy-bao-ve-da-ngan-ngua-lao-hoa-spf50-50ml-62885.html,"['62885', '88835', '1944']",62885,Mai Thúy Diễm,"Màu có màu tối. Dễ bị lem, dính hết ra khẩu trang. Riêng bản thân mình còn bị kích ứng, ngứa.",Kem Chống Nắng Vichy Ngừa Sạm & Thâm Nám (Màu Da) 50ml Đã mua hàng online,11: 42 | 21/04/2022,5.0
https://hasaki.vn/san-pham/kem-chong-nang-vichy-bao-ve-da-ngan-ngua-lao-hoa-spf50-50ml-62885.html,"['62885', '88835', '1944']",62885,Mai Anh,"Chất kem giống như kem nền, ai đi làm mà muốn make thì dùng em này hợp lý, mình cần tìm loại k nâng tông, pass nhanh gọn cho bạn nào cần 0988550521",Kem Chống Nắng Vichy Chống Ô Nhiễm & Bụi Mịn Hằng Ngày 50ml Đã mua hàng online,11: 52 | 25/03/2022,3.0
https://hasaki.vn/san-pham/kem-chong-nang-vichy-bao-ve-da-ngan-ngua-lao-hoa-spf50-50ml-62885.html,"['62885', '88835', '1944']",62885,Hà Trang,"mình da dầu nhiều dùng được một thời gian rồi, cảm giác lên da cứ dính dính, lâu lâu còn bị vón cục, chất kem lúc thoa cảm giác cợn cợn rất khó chịu, không kiềm dầu như mấy bạn hay review, sp của hasaki thì ok, nhưng chắc k hợp với da mình",Kem Chống Nắng Vichy Chống Ô Nhiễm & Bụi Mịn Hằng Ngày 50ml Đã mua hàng online,23: 59 | 20/03/2022,5.0
https://hasaki.vn/san-pham/kem-chong-nang-vichy-bao-ve-da-ngan-ngua-lao-hoa-spf50-50ml-62885.html,"['62885', '88835', '1944']",62885,Đặng Thủy,"mình ko nhìn kĩ mua thành màu da, dính khẩu trang, hơi bết khó tán",Kem Chống Nắng Vichy Ngừa Sạm & Thâm Nám (Màu Da) 50ml Đã mua hàng online,10: 53 | 13/03/2022,4.0
https://hasaki.vn/san-pham/kem-chong-nang-vichy-bao-ve-da-ngan-ngua-lao-hoa-spf50-50ml-62885.html,"['62885', '88835', '1944']",62885,THẢO TRINH,"Kem rất bết rích, cảm giác nặng mặt, tán khó, nhanh đặc , mặc dù mua loại cho da dầu",Kem Chống Nắng Vichy Cải Thiện Các Dấu Hiệu Lão Hóa 50ml Đã mua hàng online,10: 43 | 13/03/2022,5.0
https://hasaki.vn/san-pham/kem-chong-nang-vichy-bao-ve-da-ngan-ngua-lao-hoa-spf50-50ml-62885.html,"['62885', '88835', '1944']",62885,Nhat Huy Nguyen,"Sản phẩm dùng ổn, mình da dầu dùng cảm nhận thấy đỡ tiết dầu hẳn. Nhưng ai bảo ko nhờn rít thì có xạo quá khum dạ? Bước đầu thoa lên thì mình thấy sản phẩm nó dạng kem nên hơi nhờn với rít trong khoảng tgian thoa, sau hồi lâu thì mới đỡ dần. Còn lại thì công dụng thì Vichy khi nào cũng ổn nên không bàn. Ai đó viết review thì nên thật 1 tí, đọc mà thấy seeding vãi ra",Kem Chống Nắng Vichy Ngừa Sạm & Thâm Nám (Màu Da) 50ml Đã mua hàng online,09: 02 | 13/02/2022,4.0
https://hasaki.vn/san-pham/kem-chong-nang-vichy-bao-ve-da-ngan-ngua-lao-hoa-spf50-50ml-62885.html,"['62885', '88835', '1944']",62885,Phùng Ngọc Yến,Sp này đánh lên mặt giống như 1 lớp trang điểm nhìn cũng đẹp nhưng hơi bị bí da. Ai muốn đi làm mà k cần tốn thời gian trang điểm thì dùng em này còn ai muốn có làn da thông thoáng tự nhiên thì k nên sd em này. Còn nữa khi sd em này mà đeo khẩu trang thì nó sẽ dính hết vào khẩu trang nhìn k thik chút nào. Nói chung sp ổn.,Kem Chống Nắng Vichy Cải Thiện Các Dấu Hiệu Lão Hóa 50ml Đã mua hàng online,08: 40 | 12/01/2022,5.0
https://hasaki.vn/san-pham/kem-chong-nang-vichy-bao-ve-da-ngan-ngua-lao-hoa-spf50-50ml-62885.html,"['62885', '88835', '1944']",62885,Phùng Ngọc Yến,"Sp tốt ,sử dụng k bị nhờn rít. Nâng tông nhẹ mà k bị bóng da, k bị cay mắt như các sp khác. Sp đã làm cho 1 người khó tính như mình phải vừa ý. Từ nay mình sẽ sử dụng sp này mãi thôi.",Kem Chống Nắng Vichy Ngừa Sạm & Thâm Nám (Màu Da) 50ml Đã mua hàng online,13: 33 | 12/12/2021,3.0
https://hasaki.vn/san-pham/kem-chong-nang-vichy-bao-ve-da-ngan-ngua-lao-hoa-spf50-50ml-62885.html,"['62885', '88835', '1944']",62885,Han Thai Ngoc,"Dùng thử loại màu trắng thấy thích nên mua lại ai ngờ mua nhầm loại có màu da. Loại này mùi thơm hơi hồng, tán lâu. Kềm dầu tốt, nâng tông nhẹ. Dạng kem cảm giác hơi nặng mặt hơn so với dạng sữa. trước khi thoa bôi kem dưỡng ẩm sẽ mịn và dễ tán hơn, bôi một lúc sẽ tệp vào da như kem nền.",Kem Chống Nắng Vichy Thoáng Mịn Ngăn Sạm Da Có Màu 50ml Đã mua hàng online,21: 54 | 01/07/2024,5.0
https://hasaki.vn/san-pham/kem-chong-nang-vichy-bao-ve-da-ngan-ngua-lao-hoa-spf50-50ml-62885.html,"['62885', '88835', '1944']",62885,Hoàng Thị Phượng,"giờ đã tìm dk e kcn chân ái, dùng e này thik cực, ko bị bóng, nhờn rít và nặng mặt, e này cũng ko nâng toner còn có mùi thơm nữa :)",Kem Chống Nắng Vichy Thoáng Mịn Ngăn Sạm Da Có Màu 50ml Đã mua hàng online,07: 44 | 24/02/2024,5.0
https://hasaki.vn/san-pham/kem-chong-nang-vichy-bao-ve-da-ngan-ngua-lao-hoa-spf50-50ml-62885.html,"['62885', '88835', '1944']",62885,Mai Thúy Diễm,"Màu có màu tối. Dễ bị lem, dính hết ra khẩu trang. Riêng bản thân mình còn bị kích ứng, ngứa.",Kem Chống Nắng Vichy Chống Bụi Mịn Cho Da Dầu Mụn 50ml Đã mua hàng online,05: 18 | 07/02/2024,5.0
https://hasaki.vn/san-pham/kem-chong-nang-vichy-bao-ve-da-ngan-ngua-lao-hoa-spf50-50ml-62885.html,"['62885', '88835', '1944']",62885,Dung Nguyễn,"so với da mình thì chắc k có nâng tone quá, thâyz nền nó cứ vàng vàng muốn xuông luôn tone da mặt thì có. được cái là thơm nha, mà kiểu hơi khó tán 1 chút, vs dễ dính ngay chân tóc. phải chi mà loại dang k màu thì ok hơn á.",Kem Chống Nắng Vichy Thoáng Mịn Ngăn Sạm Da Có Màu 50ml Đã mua hàng online,11: 30 | 11/06/2023,5.0
https://hasaki.vn/san-pham/kem-chong-nang-vichy-bao-ve-da-ngan-ngua-lao-hoa-spf50-50ml-62885.html,"['62885', '88835', '1944']",62885,chị Chi,"da trung bình, khô đánh rất hợp, như 1 lớp trang điểm nhẹ nhàng. Tốt",Kem Chống Nắng Vichy Bảo Vệ & Giảm Các Dấu Hiệu Lão Hóa 50ml Đã mua hàng online,18: 12 | 23/03/2023,5.0
https://hasaki.vn/san-pham/kem-chong-nang-vichy-bao-ve-da-ngan-ngua-lao-hoa-spf50-50ml-62885.html,"['62885', '88835', '1944']",62885,Huyền Ong,"Sản phẩm xài tốt lắm luôn , da mình thuộc da dầu nhưng dùng cả ngày vẫn mịn và ko hề bị bết , sẽ mua tiếp",Kem Chống Nắng Vichy Chống Ô Nhiễm & Bụi Mịn Hằng Ngày 50ml Đã mua hàng online,18: 51 | 16/03/2023,5.0
https://hasaki.vn/san-pham/kem-chong-nang-vichy-bao-ve-da-ngan-ngua-lao-hoa-spf50-50ml-62885.html,"['62885', '88835', '1944']",62885,hồ lê huỳnh,"Da mình bị nám sắc tố nên xài dòng này rất ưng, tuy thoa hơi cực vì có màu như đánh phấn trang điểm nhưng nhờ vậy mà che được khuyết điểm nám mà các dòng sp khác chuyên về che khuyết điểm lại không làm dc (sp chuyên che khuyết điểm sau 2 tiếng tuột màu, nám nhìn rỏ hơn), sp này giúp da đều màu… và quan trọng là chống nắng!",Kem Chống Nắng Vichy Bảo Vệ & Giảm Các Dấu Hiệu Lão Hóa 50ml Đã mua hàng online,10: 19 | 11/03/2023,2.0
https://hasaki.vn/san-pham/kem-chong-nang-vichy-bao-ve-da-ngan-ngua-lao-hoa-spf50-50ml-62885.html,"['62885', '88835', '1944']",62885,Nguyễn Thanh Tâm,Giữ ấm chống lão hoá cho da. Mùi thơm dễ chịu,Kem Chống Nắng Vichy Chống Ô Nhiễm & Bụi Mịn Hằng Ngày 50ml Đã mua hàng online,13: 44 | 06/02/2023,4.0
https://hasaki.vn/san-pham/kem-chong-nang-vichy-bao-ve-da-ngan-ngua-lao-hoa-spf50-50ml-62885.html,"['62885', '88835', '1944']",62885,Trung Thành,Dịch vụ bên mình rất tốt ạ,Kem Chống Nắng Vichy Bảo Vệ & Giảm Các Dấu Hiệu Lão Hóa 50ml Đã mua hàng online,11: 49 | 21/01/2023,5.0
https://hasaki.vn/san-pham/kem-chong-nang-vichy-bao-ve-da-ngan-ngua-lao-hoa-spf50-50ml-62885.html,"['62885', '88835', '1944']",62885,Kiều Lương Nguyệt,"Mình dùng tán hay vỗ cũng ko ăn vào da, mà nó vón lại và ra kem như tẩy da chết vậy đó. Mùi thì thơm nhưng ko ưng tí nào",Kem Chống Nắng Vichy Bảo Vệ & Giảm Các Dấu Hiệu Lão Hóa 50ml Đã mua hàng online,20: 52 | 09/01/2023,5.0
https://hasaki.vn/san-pham/kem-duong-cerave-cho-da-kho-den-rat-kho-50ml-102979.html,"['102979', '102975', '102977']",102979,Lu Phoi Ngoc,"chân tay ai dày sừng, da rắn, tắm xong dùng okla, để tầm 5p là hết rít, cá nhân để so với Eucerin đỏ thì em này một 9 một 10, Eu thì ẩm lâu trên da hơn",Kem Dưỡng CeraVe Cho Da Khô Đến Rất Khô 340g Đã mua hàng online,00: 29 | 24/09/2024,5.0
https://hasaki.vn/san-pham/kem-duong-cerave-cho-da-kho-den-rat-kho-50ml-102979.html,"['102979', '102975', '102977']",102979,C. Ý AN,"Chất kem dày, bôi lên bị bí da nhaaaa. Này dưỡng mua đông cho da siêu khô thì ok ạ",Kem Dưỡng CeraVe Cho Da Khô Đến Rất Khô 50ml Đã mua hàng online,14: 13 | 13/05/2024,2.0
https://hasaki.vn/san-pham/kem-duong-cerave-cho-da-kho-den-rat-kho-50ml-102979.html,"['102979', '102975', '102977']",102979,Nguyên Nguyên,Rất hài lòng về sản phẩm ❤️,Kem Dưỡng CeraVe Cho Da Khô Đến Rất Khô 454g Đã mua hàng online,15: 09 | 17/03/2024,5.0
https://hasaki.vn/san-pham/kem-duong-cerave-cho-da-kho-den-rat-kho-50ml-102979.html,"['102979', '102975', '102977']",102979,kim quy,Mình đã dùng. Rất hiệu quả,Kem Dưỡng CeraVe Cho Da Khô Đến Rất Khô 340g,21: 01 | 13/01/2024,5.0
https://hasaki.vn/san-pham/kem-duong-cerave-cho-da-kho-den-rat-kho-50ml-102979.html,"['102979', '102975', '102977']",102979,Hạ Huỳnh,"Da mình thuộc loại rất khô, lại bị chàm, đến mùa đông da nứt nẻ bong tróc và rất ngứa. Mình dùng thử cả cleaner và lotion thì da mướt và mềm hẳn so với khi dùng các hẵng khác. Mặc dù tắm xong cảm giác vẫn chưa sạch và xoa lotion thì cảm giác nhờn bí, nhưng tầm 15p sau da mướt nhẹ tênh. Hy vọng cải thiện tình trạng của mình!",Kem Dưỡng CeraVe Cho Da Khô Đến Rất Khô 50ml Đã mua hàng online,13: 16 | 19/11/2023,5.0
https://hasaki.vn/san-pham/kem-duong-cerave-cho-da-kho-den-rat-kho-50ml-102979.html,"['102979', '102975', '102977']",102979,Đinh Tị,"em này tạo lớp màng ẩm cho da nên nhìn bóng bóng, cấ ẩm tốt hơi bị ok luôn í",Kem Dưỡng CeraVe Cho Da Khô Đến Rất Khô 340g Đã mua hàng online,00: 16 | 30/08/2023,5.0
https://hasaki.vn/san-pham/kem-duong-cerave-cho-da-kho-den-rat-kho-50ml-102979.html,"['102979', '102975', '102977']",102979,Nguyễn Như Ý,"Mình có mua sp này nhưng 454gr 389k, mình dùng đúng 1 lần và thấy không phù hợp với da mình, pass nhanh 300k cho bạn nào có nhu cầu, liên hệ zalo mình 0962095481, mình ở Q5 HCM, mình mua ngày 13/04",Kem Dưỡng CeraVe Cho Da Khô Đến Rất Khô 454g Đã mua hàng online,14: 11 | 14/04/2023,5.0
https://hasaki.vn/san-pham/kem-duong-cerave-cho-da-kho-den-rat-kho-50ml-102979.html,"['102979', '102975', '102977']",102979,Bùi T.Minh Hằng,Siêu to luôn ấy. Dùng cho da body oki luôn. Da mình khô mùa đông dùng em này đúng thích. buổi tối da mướt hẳn. tiếc là mua muộn quá. dùng hũ này không biết bao giờ mới hết,Kem Dưỡng CeraVe Cho Da Khô Đến Rất Khô 340g Đã mua hàng online,23: 56 | 17/01/2023,5.0
https://hasaki.vn/san-pham/kem-duong-cerave-cho-da-kho-den-rat-kho-50ml-102979.html,"['102979', '102975', '102977']",102979,Ngoc Giau Chau,Chất kem mướt khô,Kem Dưỡng CeraVe Cho Da Khô Đến Rất Khô 340g Đã mua hàng online,19: 57 | 05/01/2023,5.0
https://hasaki.vn/san-pham/kem-duong-cerave-cho-da-kho-den-rat-kho-50ml-102979.html,"['102979', '102975', '102977']",102979,anh Gia Phú,"Cấp ẩm tốt, nhẹ mặt, thấm nhanh",Kem Dưỡng CeraVe Cho Da Khô Đến Rất Khô 50ml Đã mua hàng online,17: 00 | 03/01/2023,5.0
https://hasaki.vn/san-pham/kem-duong-eucerin-lam-sang-da-ban-ngay-spf30-50ml-moi-97135.html,"['97135', '97137']",97135,Hoàng Hường,mình thấy sử dụng được 4 hôm mà da ko thấy cải thiện chút nào còn nổi mụn nữa chứ,Kem Dưỡng Eucerin Làm Sáng Da Ban Đêm 50ml Đã mua hàng online,13: 53 | 07/04/2024,5.0
https://hasaki.vn/san-pham/kem-duong-eucerin-lam-sang-da-ban-ngay-spf30-50ml-moi-97135.html,"['97135', '97137']",97135,lê thị sen,trắng sáng và tươi trẻ,Kem Dưỡng Eucerin Làm Sáng Da Ban Đêm 50ml (Mới),14: 01 | 05/12/2023,5.0
https://hasaki.vn/san-pham/kem-duong-eucerin-lam-sang-da-ban-ngay-spf30-50ml-moi-97135.html,"['97135', '97137']",97135,Như Ý Lùnn,trắng sáng ra và tươi trẻ,Kem Dưỡng Eucerin Làm Sáng Da Ban Đêm 50ml (Mới),12: 35 | 05/12/2023,5.0
https://hasaki.vn/san-pham/kem-duong-eucerin-lam-sang-da-ban-ngay-spf30-50ml-moi-97135.html,"['97135', '97137']",97135,Thu Ngô,Trắng sáng và tươi trẻ,Kem Dưỡng Eucerin Làm Sáng Da Ban Đêm 50ml (Mới),12: 29 | 05/12/2023,5.0
https://hasaki.vn/san-pham/kem-duong-eucerin-lam-sang-da-ban-ngay-spf30-50ml-moi-97135.html,"['97135', '97137']",97135,Trương Ngọc Ánh,trắng sáng và tươi trẻ,Kem Dưỡng Eucerin Làm Sáng Da Ban Đêm 50ml (Mới),12: 18 | 05/12/2023,5.0
