link_item,data_product_id_list,data_product_id,name_comment,content_comment,product_variant,datetime_comment,rating
https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-xanh-87613.html,"['93673', '100855', '87613', '74010']",87613,Chung Nguyễn,"chất kem khô nhanh, ko bị bết nhưng nâng tông chưa thích lắm, với da mình thì nâng tông ko thấy mấy. Ngoài ra còn khó tán nữa. ko hài lòng với lớp finish lắm. Điểm cộng là ko bết dính và lâu trôi.",Tinh Chất Chống Nắng Hiệu Chỉnh Sắc Da Sunplay SPF50+/PA++++ 50g Đã mua hàng online,23: 15 | 08/07/2020,4.0
https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-xanh-87613.html,"['93673', '100855', '87613', '74010']",87613,Truong Hoang Ha,"Rẻ và tốt, dùng cho cả body và face đều ko bị mụn.",Tinh Chất Chống Nắng Hiệu Chỉnh Sắc Da Sunplay SPF50+/PA++++ 50g Đã mua hàng online,06: 06 | 04/04/2020,5.0
https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-xanh-87613.html,"['93673', '100855', '87613', '74010']",87613,Phuong Anh,chân ái cho đi du lịch vừa chống nắng vừa nâng tông da luôn,Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Tím),14: 18 | 30/06/2019,5.0
https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-xanh-87613.html,"['93673', '100855', '87613', '74010']",87613,Trần Siêm,"Sản phẩm có bao bì đẹp, về công dụng nâng tông không quá rõ nhưng chất kem dễ tán, thấm nhanh , mùi dễ chịu. Mình sẽ mua lại sản phẩm này. Tuy nhiên hơi rít chút xíu thôi, mình da khô nên xài hợp. Mình nghĩ sản phẩm này không hợp với da dầu.",Tinh Chất Chống Nắng Hiệu Chỉnh Sắc Da Sunplay 50g Đã mua hàng online,21: 07 | 25/06/2019,4.0
https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-xanh-87613.html,"['93673', '100855', '87613', '74010']",87613,ThanhPhong,mình sài rất Ok,Tinh Chất Chống Nắng Hiệu Chỉnh Sắc Da Sunplay 50g Đã mua hàng online,10: 36 | 17/06/2019,5.0
https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-xanh-87613.html,"['93673', '100855', '87613', '74010']",87613,Thanh Huyền,"Da mình là hỗn hợp thiên dầu. Mình dùng KCN này thì bị đổ dầu chút. Mình thấy cũng ko nâng tone được bao nhiêu, vì có chức năng chống nước nữa nên khó tán, mất thời gian khi thoa",Tinh Chất Chống Nắng Hiệu Chỉnh Sắc Da Sunplay 50g Đã mua hàng online,15: 47 | 09/06/2019,3.0
https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-xanh-87613.html,"['93673', '100855', '87613', '74010']",87613,Phạm Thu Điệp,"Nâng tông nhẹ tự nhiên, kiềm dầu, không bóng",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g #Hồng Đã mua hàng online,14: 32 | 27/07/2021,5.0
https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-xanh-87613.html,"['93673', '100855', '87613', '74010']",87613,C HIỀN,"Lớp nền mỏng, lên tone hồng nhẹ nhàng, kiềm dầu mức trung bình, da thiên dầu nên cân nhắc nhé. Mình khá thích e này vì có thể làm lớp trang điểm mà k cần dặm phấn. Đánh giá 5 sao",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g #Tím Đã mua hàng online,10: 20 | 14/07/2021,5.0
https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-xanh-87613.html,"['93673', '100855', '87613', '74010']",87613,Ánh Xuân,"Kem chống cực thích. Da mình khó dùng kem chống nắng không hợp là bị mụn đầu đen với mụn đỏ liền. Nhưng dùng e này cực thích mỏng da mà còn nâng tone đều màu da, thoa lên nhìn da căng sáng nhưng không bị bóng dầu nha. Để cả ngày nhìn da vẫn rất ưng. Dùng chai thứ 3 òi đó. Rẻ nhưng xịn xò.",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g #Tím Đã mua hàng online,08: 16 | 22/06/2021,5.0
https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-xanh-87613.html,"['93673', '100855', '87613', '74010']",87613,Lê Phương Linh,"nâng tone tạm, mùi thơm, cũng ổn",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g #Hồng Đã mua hàng online,21: 01 | 11/06/2021,4.0
https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-xanh-87613.html,"['93673', '100855', '87613', '74010']",87613,Thư Lê,"Loại ban đầu mình xài là dạng sữa loại xanh mint, theo cảm nhận của bản thân thì mình thấy kềm dầu tốt, tạo lớp nền khá mướt tuy nhiên hơi khô xa nên mình xài một lớp dưỡng ẩm trước. Nếu không dưỡng ẩm thì nhìn như bị mốc vậy. Sau khi dùng được 2 chay thì mình đổi qua dạng tinh chất, sp thấm khá nhanh, tạo lớp nền mỏng nhẹ. Dùng loại này mình không cần lớp dưỡng ẩm, toner xong là tới nó ngay. Lớp nền khá mướt, da cũng có lên tone. Theo cảm nhận của mình thì dạng tinh chất làm da mướt hơn dạng sữa",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g #Xanh Đã mua hàng online,10: 13 | 14/05/2021,5.0
https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-xanh-87613.html,"['93673', '100855', '87613', '74010']",87613,Nguyễn Thiênn,"chống nắng ổn, hiệu chỉnh màu da tốt, da mình sài không có đổ dầu nhìu, siêu ráo luôn íii",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g #Hồng Đã mua hàng online,20: 08 | 12/05/2021,5.0
https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-xanh-87613.html,"['93673', '100855', '87613', '74010']",87613,Nguyễn Hồng Bích,Dạ mụn dùng kem chống nắng được không ạ ?,Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g #Tím Đã mua hàng online,14: 37 | 09/04/2021,5.0
https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-xanh-87613.html,"['93673', '100855', '87613', '74010']",87613,Nguyễn Huyền Trang,mua sale giá tốt lại đc tặng quà,Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g #Tím Đã mua hàng online,12: 21 | 05/04/2021,5.0
https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-xanh-87613.html,"['93673', '100855', '87613', '74010']",87613,Lý Thị Tú Quyên,Săn đc giá rẻ chỉ 124k thôi.. e này có dưỡng ẩm k bị khô da như dạng milk.. thoa lên nâng tone hơi bóng nhẹ.. mặc dù da dầu nhưng dùng vẫn ok phết.. còn về shop thì quá chu đáo nhiệt tình. đóng gói kỹ lắm luôn lại đc tặng thêm qua.. ủng hộ shop dài dài.. ❤,Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g #Tím Đã mua hàng online,11: 06 | 30/03/2021,5.0
https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-xanh-87613.html,"['93673', '100855', '87613', '74010']",87613,Nguyễn Ngọc Ngân,"chất sữa chống nắng thấm nhanh , thơm,nâng tone nhẹ",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g #Tím Đã mua hàng online,18: 45 | 18/03/2021,5.0
https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-xanh-87613.html,"['93673', '100855', '87613', '74010']",87613,PHẠM QUỲNH Anh,mình da hỗn hợp thiên dầu. trc dùng aqua tím bị vón hoài. sau chuyển qua aqua vàng xanh này thì k bị vón nữa. finish để lại siêu đẹp. nâng tone nhẹ.,Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Xanh) Đã mua hàng online,18: 52 | 17/04/2022,5.0
https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-xanh-87613.html,"['93673', '100855', '87613', '74010']",87613,Hồ Ngọc Dung,xài chai thứ 2 rồi ấy. da mình khá hợp với em này. dùng không bị lên mụn. dễ tán ít vón cục. nâng tone ít.,Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Xanh) Đã mua hàng online,16: 56 | 11/04/2022,5.0
https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-xanh-87613.html,"['93673', '100855', '87613', '74010']",87613,Hoàng Nguyễn Trúc Anh,"Từ trứoc đến giờ mình chỉ sài chống nắng mỗi lọai này thôi Đợt này mình mua có hơi thất vọng , chất kem đánh k lên tone chỉ thấy bóng dầu",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Tím) Đã mua hàng online,23: 17 | 31/03/2022,1.0
https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-xanh-87613.html,"['93673', '100855', '87613', '74010']",87613,Thu Phạm,"Da khô đổ dầu Có làm đều màu da chút xíu Dùng khá nhẹ mặt, kem thấm nhanh Mình dưỡng ẩm rất kỹ k thấy bết",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g #Tím Đã mua hàng online,10: 19 | 22/02/2022,4.0
https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-xanh-87613.html,"['93673', '100855', '87613', '74010']",87613,Ngọc Khánh,"Mình sài nhiều loại kcn từ đắt tới rẻ nhưng vẫn ưng em này nhất, nâng tone nhẹ và dễ tán, nhưng vài tiếng sau da hơi bóng dầu nhẹ",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g #Tím Đã mua hàng online,20: 48 | 26/01/2022,5.0
https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-xanh-87613.html,"['93673', '100855', '87613', '74010']",87613,Ngọc Ngân,Tuyệt vời ông mặt trời ạ ~~,Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g #Tím Đã mua hàng online,09: 32 | 20/01/2022,5.0
https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-xanh-87613.html,"['93673', '100855', '87613', '74010']",87613,Hàn Nguyễn,kem chống nắng nâng tone nhẹ nhàng. chất kem đê tán. xài ban ngày thấy dưỡng ẩm oki. cơ mà em này xài mua hè không hop đâu. nó không kiềm dầu. bạn nào da khô thì bao hợp nhá,Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g #Tím Đã mua hàng online,23: 53 | 24/12/2021,5.0
https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-xanh-87613.html,"['93673', '100855', '87613', '74010']",87613,Asla JB'k,"e là da dầu nhiều ở vùng chữ T, hồi đó toàn sài này cho body tại chỉ số chống nắng yếu hơn nên sài cho body k dám mặt.. sài uriage j đó cho mặt mà vẫn đổ dầu.. nay phát hiện em này .. sài được 1 tuần rồi.. có lên tone nha. thoa kỹ thoa lẹ apply vài da thấm nhanh.. ngồi 6 tiếng k bị đổ dầu k bết dính.. nói chung biết sớm hơn là quá hời.. tiếc dễ sợ.. bắt đầu hơi thích skin aqua rồi nha",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g #Tím Đã mua hàng online,13: 06 | 16/12/2021,5.0
https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-xanh-87613.html,"['93673', '100855', '87613', '74010']",87613,ANH BAO,"Mùi không quá nồng, rất hợp cho nhiều loại da và xài không thấy bị kích ứng hay bột",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g #Tím,20: 22 | 13/12/2021,5.0
https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-xanh-87613.html,"['93673', '100855', '87613', '74010']",87613,Tường Vân,nâng tone da tốt và mềm mịn khô ráo trên da nhanh và thơm dễ chịu lắm nhma làm da bị đổ dầu nên bạn nào da dầu quá thì cân nhắc nha nhma da khô thì chân ái luôn cá nhân mình rất mê em này,Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g #Tím Đã mua hàng online,08: 30 | 13/09/2021,5.0
https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-xanh-87613.html,"['93673', '100855', '87613', '74010']",87613,Cao Hồng Ngọc,"Chai đợt này mình mua có mùi rất khí chịu, không giống với đợt trước",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Tím) Đã mua hàng online,16: 35 | 04/09/2022,1.0
https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-xanh-87613.html,"['93673', '100855', '87613', '74010']",87613,Kim Hồng,Mua nhiều lần rồi nhưng lần này mùi cồn rất nồng khó chịu lắm,Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Tím) Đã mua hàng online,15: 24 | 04/09/2022,2.0
https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-xanh-87613.html,"['93673', '100855', '87613', '74010']",87613,Nguyễn Trinh,Mình đã sài loại này rất nhiều chai. Nhưng lần này đặt trên shop 2 chai có mùi hắc nhỡ.,Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Tím) Đã mua hàng online,12: 04 | 17/08/2022,3.0
https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-xanh-87613.html,"['93673', '100855', '87613', '74010']",87613,Quỳnh Như,"mình đã sài kcn này tuýt thứ 4 và mua tuýt thứ 3 ở Hasaki, nhưng không biết vì sao lần này sản phẩm có mùi nồng lắm, mùi hắc lên mũi, mình rất khó chịu khi bôi, mình có thể đưa đến chi nhánh q7 để nhân viên test mùi, không biết làm sao, chắc phải mua tuýt mới về so sánh, sợ dính hàng fake quá",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Tím) Đã mua hàng online,00: 04 | 20/07/2022,1.0
https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-xanh-87613.html,"['93673', '100855', '87613', '74010']",87613,Hồ Thị Thu Trang,Chống nắng của Sunplay thì tuyệt vời rồi. Mình đã sài biết bao nhiêu chai mà chưa đổi hãng khác.,Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Tím) Đã mua hàng online,10: 08 | 18/07/2022,5.0
https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-xanh-87613.html,"['93673', '100855', '87613', '74010']",87613,Nguyễn Thị Tú Nhi,"rất khô thoáng luôn, thấm siêu nhanh, kiềm dầu tốt, finish siêu đẹp luôn nhá",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Tím) Đã mua hàng online,13: 02 | 09/06/2022,5.0
https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-xanh-87613.html,"['93673', '100855', '87613', '74010']",87613,Kim Ngân,"Hôm qua mới mua ở Hasaki gò Vấp, mua nhầm dạng essence vì mình da dầu nhưng nói chung mình thấy sd cũng oke ko phải bết j lắm tại mình đã sd qua Altruist rồi. Ko thấy có mùi gắt cg ko nặng mặt j, bị cái ko có lỳ dễ trôi nha. Mà th giá rẻ có tầm 140k mà dc v quá ổn áp r, lớp finish đẹp ghê lun, nếu ai sợ xuống tone thì sd thêm phấn phủ là giải quyết dc vấn đề nè",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Tím),11: 22 | 26/05/2022,5.0
https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-xanh-87613.html,"['93673', '100855', '87613', '74010']",87613,CẨM THƠ,mấy bạn da dầu mụn sài coi chừng lên mụn ẩn nha,Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Tím) Đã mua hàng online,00: 19 | 17/05/2022,3.0
https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-xanh-87613.html,"['93673', '100855', '87613', '74010']",87613,Jenny Uyên,"Xài thì cũng ok nhưng mau xuống tone lắm , mới thoa thì nâng tone nhẹ nhàng đẹp nhưng tầm 2 tiếng là thấy xuống tone rồi, mau trôi quá",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Tím) Đã mua hàng online,00: 27 | 13/05/2022,4.0
https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-xanh-87613.html,"['93673', '100855', '87613', '74010']",87613,Mỹ Nhi,"sản phẩm tốt, Dịch vụ tốt",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Xanh) Đã mua hàng online,15: 16 | 04/05/2022,5.0
https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-xanh-87613.html,"['93673', '100855', '87613', '74010']",87613,Trân Trân,Nhờ shop kiểm tra hàng lại em đã mua nhiều lần hàng rất tốt nhưng lần này kem chống nắng mùi rất nồng,Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Xanh) Đã mua hàng online,15: 28 | 12/10/2022,1.0
https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-xanh-87613.html,"['93673', '100855', '87613', '74010']",87613,Vi Hồng Hạnh,mua mấy lần đều rất ưng. riêng lần này mua mùi nồng kinh khủng. ko dùng đc,Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Tím) Đã mua hàng online,23: 22 | 05/10/2022,1.0
https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-xanh-87613.html,"['93673', '100855', '87613', '74010']",87613,Đỗ Thị Thanh Tâm,Mùi cồn nồng và bết dính,Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Tím) Đã mua hàng online,08: 21 | 01/10/2022,1.0
https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-xanh-87613.html,"['93673', '100855', '87613', '74010']",87613,Út,"Mùi đợt này rất rất nồng, như mùi cồn, ban đầu tưởng ms mở ra vậy nhưng xài gần hết mùi vẩn nồng , kg biêt chất lượng sp ra sao",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Hồng) Đã mua hàng online,22: 34 | 30/09/2022,3.0
https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-xanh-87613.html,"['93673', '100855', '87613', '74010']",87613,Cẩm Vân,Sao đợt này có mùi hắc thiệt.,Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Tím) Đã mua hàng online,13: 54 | 30/09/2022,3.0
https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-xanh-87613.html,"['93673', '100855', '87613', '74010']",87613,Af Nal,Mùi đợt này hắc quá,Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Xanh) Đã mua hàng online,12: 05 | 29/09/2022,1.0
https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-xanh-87613.html,"['93673', '100855', '87613', '74010']",87613,Phạm Ngọc Minh Châu,"Đợt này k biết sao mà mùi bị hắc với rít quá, k giống mấy lần trước",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Tím) Đã mua hàng online,13: 04 | 27/09/2022,5.0
https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-xanh-87613.html,"['93673', '100855', '87613', '74010']",87613,Nhím,"không hiểu tại sao lần này mùi hắc khó chịu kinh dù đã dùng nhiều lần, cái mùi đúng nhức đầu không chịu nổi. không biết do lô hàng này nó như vậy hay sau sót trong khâu bảo quản ( shop đã gọi điện phản hồi và xin lỗi, tặng 1 chai chống nắng để bồi thường sai sót của hàng, shop cũng đã đổi nơi lấy hàng sẽ ủng hộ lần sau, thái độ giải quyết tốt)",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Tím) Đã mua hàng online,10: 36 | 24/09/2022,5.0
https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-xanh-87613.html,"['93673', '100855', '87613', '74010']",87613,Cẩm Thúy,Đợt trước mua xài ổn đợt này giao kem mùi hắc quá,Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Tím) Đã mua hàng online,13: 55 | 19/09/2022,1.0
https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-xanh-87613.html,"['93673', '100855', '87613', '74010']",87613,THU THANH CÁC THỊ,"Đợt trước mua sài ok, mà lần này em mua có mùi hắc khó chịu, sài bết k bật tone",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Xanh) Đã mua hàng online,09: 58 | 14/09/2022,1.0
https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-xanh-87613.html,"['93673', '100855', '87613', '74010']",87613,Bj Nguyen,"kcn này mau thấm, spf50 mà còn thêm nâng tông da nữa, với giá này thêm KM từ Hasaki thì không thể đòi hỏi gì hơn.",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Tím) Đã mua hàng online,20: 49 | 24/10/2022,5.0
https://hasaki.vn/san-pham/tinh-chat-chong-nang-sunplay-hieu-chinh-sac-da-50g-xanh-87613.html,"['93673', '100855', '87613', '74010']",87613,Minh Anh,"Cái chai màu tím xinh xỉu mà cái vỏ nó dễ xước quá dị, có nâng tone ok đó, mà giữ tầm 3-4 tiếng thôi, Ai muốn giữ cả ngày không xuống tông thì thêm cushion là bao đẹp nha. Xài tới chai thứ 2 rồi vẫn ưng.",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Tím),19: 33 | 24/10/2022,5.0
